Eugene
Lazurin
24d8ddfab44a4c87dce7313188dfe051
[7.5.2020 | 23:1:29] {"type":"cmd","data":"run"}
,[7.5.2020 | 23:1:31] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:32] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16480,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16480,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16480,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16480,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16480,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:33] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16416,"gpioe":1024,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16384,"gpioe":0,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16384,"gpioe":0,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16384,"gpioe":0,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16384,"gpioe":0,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16384,"gpioe":0,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":16384,"gpioe":0,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:34] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:35] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:36] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:37] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12312,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:38] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10288,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8800,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:39] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":8512,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":9024,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:40] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":10784,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":14352,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:41] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
,[7.5.2020 | 23:1:42] {"client-id":"275015ae-1983-46d1-b02c-29ad1d257aa7","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":12296,"gpioe":256,"modeltime":0,"type":"gpio"}
